STT,Tên doanh nghiệp,Tên viết tắt,Loại hình doanh nghiệp,Lĩnh vực hoạt động,Vốn điều lệ (VND),Website,Điện thoại,Fax,Địa chỉ trụ sở,Tên người đại diện theo pháp luật,Đơn vị XHTN gần nhất,Kết quả XHTN gần nhất,Ngày hiệu lực
267,FSPC - CÔNG TY TNHH DỊCH VỤ DU LỊCH CÁP TREO FANSIPAN SAPA,"FANSIPAN SA PA CO ., LTD",Công ty trách nhiệm hữu hạn,"Thương mại, dịch vụ",3.62602E+12,https://fansipanlegend.sunworld.vn/,2143865669,0,"Số 89B, Đường Nguyễn Chí Thanh, Phường Phan Si Păng, Thị xã Sa Pa. Tỉnh Lào Cai",PHAN TẤT THẮNG,,,
268,GAIC - Công ty TNHH Tư Vấn Đầu Tư Gia An,GA,Công ty trách nhiệm hữu hạn,Bất động sản,50000000000,dautugiaan@gmail.com,2838221745,2838221729,"Số 29A Nguyễn Đình Chiểu, Phường Đa Kao , Quận 1, TP. Hồ Chí Minh , Việt Nam",Nguyễn Bình,,,
269,GANC - Công ty cổ phần tư vấn Gia Ân,Gia Ân,Công ty cổ phần,Bất động sản,2.6E+11,//,2839303366,2839309595,"205/82 Trần Văn Đang, phường 11, quận 3, thành phố Hồ Chí Minh",Nguyễn Quỳnh Giang,,,
270,GCIC - Công ty TNHH Đầu tư Gia Cường,Công ty TNHH Đầu tư Gia Cường,Công ty trách nhiệm hữu hạn,Bất động sản,5.25E+11,none,974846499,0,"Phòng 703, tầng 7, tòa nhà 362 Phố Huế, phường Phố Huế, quận Hai Bà Trưng, thành phố Hà Nội, Việt Nam",Vũ Đình Chiến,,,
271,GCRC - CÔNG TY TNHH MỘT THÀNH VIÊN ĐẦU TƯ PHÁT TRIỂN GIA CƯ,GIA CU INVESTMENT DEVELOPMENT COMPANY LIMITED,Công ty trách nhiệm hữu hạn,Bất động sản,5.5E+11,0,(028) 36204800,0,"Số 9A Thạnh Xuân 13, Khu phố 1, Phường Thạnh Xuân, Quận 12, Tp. HCM",,,,
272,GDGC - Công ty Cổ phần Thương mại Dịch vụ Cổng Vàng,GDGC,Công ty cổ phần,Lĩnh vực khác,77081300000,https://ggg.com.vn/,024 3722 6354,024 3722 6352,"Số 60, phố Giang Văn Minh, Phường Đội Cấn, Quận Ba Đình, Thành phố Hà Nội",ĐÀO THẾ VINH,,,
273,GDSC - CTCP ĐẦU TƯ NGÔI SAO GIA ĐỊNH,GIADINH STAR JSC,Công ty cổ phần,Bất động sản,1.9E+11,http://ngoisaogiadinh.com/,2837222068,2837220688,"102 Đặng Văn Bi, Phường Bình Thọ, Thành phố Thủ Đức, TP Hồ Chí Minh, Việt Nam",TRẦN QUỐC DŨNG,,,
274,GDUC - Công ty TNHH Bất động sản Gia Đức,"Gia Duc Real Estate Co., Ltd",Công ty trách nhiệm hữu hạn,Bất động sản,2.21E+12,khong co,913132213,0932 239 682,"Dự án khu đô thị dịch vụ thương mại cao cấp Cù Lao Phước Hưng - Phân khu 3, khu phố Long Khánh 2, phường Tam Phước, tỉnh Đồng Nai",BÙI ĐẠT CHƯƠNG,,,
275,GEG - Công ty cổ phần Điện Gia Lai,GEC,Công ty cổ phần,Năng lượng,4.32717E+12,geccom.vn,2693823604,2693826365,"114 Trường Chinh, Phường Pleiku, Tỉnh Gia Lai, Việt Nam",,,,
276,GEX - Công ty cổ phần Tập đoàn Gelex,TẬP ĐOÀN GELEX,Công ty cổ phần,Sản xuất,8.5943E+12,http://gelex.vn/,2439726245,2439726282,"52 Lê Đại Hành, q. Hai Bà Trưng, Hà Nội",Nguyễn Văn Tuấn,,,
277,GEXC - CT TNHH MTV ĐẦU TƯ GEX,GEX (HNX),Công ty trách nhiệm hữu hạn,Lĩnh vực khác,8E+11,Không có,2083822338,2083822338,"Tổ 4, phường Chùa Hang, TP. Thái Nguyên, tỉnh Thái Nguyên",Nguyễn Việt Anh; Nguyễn Việt Anh,,,
278,GFVC - Công ty cổ phần GreenFeed Việt Nam,GreenFeed VN,Công ty cổ phần,Sản xuất,5.1255E+12,www.greenfeed.com.vn,2723632881,2723633374,"Đường tỉnh 832, Ấp 5 Nhựt Chánh, Xã Bình Đức, Tỉnh Tây Ninh, Việt Nam",,,,
279,GHIC - Công ty Cổ phần Đầu tư Golden Hill,Golden Hill Invest,Công ty cổ phần,Bất động sản,2.798E+12,congtydautugoldenhill.com,028 39209520,028 39209520,"08 Nguyễn Huệ, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",Trần Thị Bích Phương,,,
280,GHVC - Công ty Cổ phần GreenHill Village,GREENHILL,Công ty cổ phần,Bất động sản,1.10157E+12,http://Www.greenhillvillage.com.vn,903714588,0243 8812556,"Nhà khách VPCP số 10 Chu Văn An, Quận Ba Đình, Hà Nội",Tạ Hùng Quốc Việt,,,
281,GICC - Công ty Cổ phần Hạ tầng Gelex,Gelex Infrastructure,Công ty cổ phần,Lĩnh vực khác,7.9E+12,gelex.vn,2473063628,2473063628,"Tòa nhà Gelex, Số 52 Lê Đại Hành, Phường Lê Đại Hành, Quận Hai Bà Trưng, Thành phố Hà Nội",Lương Thanh Tùng; Lương Thanh Tùng; Nguyễn Hoàng Long,,,
282,GINC - Công ty CP Đầu tư hội nhập Toàn Cầu,GIN,Công ty cổ phần,Xây dựng,50000000000,Không có website,915611119,123456,"Lô đất NO7, khu tái định cư, Phường Giang Biên, Quận Long Biên, Hà Nội",Lương Bích Hường; NGUYỄN THỊ THỦY,,,
283,GKCC - CTCP Đầu tư thương mại dịch vụ Gia Khang,GiaKhang.JSC,Công ty cổ phần,Bất động sản,1.7E+12,https://kingcrowninfinity.com/,837221606,837221606,"218 Võ Văn Ngân, Phường Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",Bùi Thiện Phương Đông; Lê Thị Mai Loan; PHẠM THỊ THẢO; PHẠM ĐẠI NGHĨA,,,
284,GKHC - Công ty Cổ phần quản lý và phát triển Gia Khánh,GIA KHANH,Công ty cổ phần,Lĩnh vực khác,3.5E+11,//,028 39303366,0,"30 Nguyễn Thị Diệu, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh",NGUYỄN HƯƠNG GIANG,,,
285,GKM - Công ty Cổ phần Khang Minh Group,GKM,Công ty cổ phần,Sản xuất,3.14342E+11,khangminhgroup.com,988951976,2432002988,"Khu công nghiệp Châu Sơn, phường Phù Vân, tỉnh Ninh Bình",Nguyễn Anh Tuấn,,,
286,GLJC - CTCP GALACTIC GROUP,GLJC,Công ty cổ phần,Bất động sản,2.9E+11,gljc.galactic@gmail.com,938485538,938485538,"Số 3.01, Lầu 3, Khối tháp V5-V6, Khu chung cư kết hợp thương mại, văn phòng lô V(Sunrise City, Khu South Towers), số 23, Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TP.HCM",Lý Trường An,,,
287,GLTC - CTCP ĐẦU TƯ VÀ KINH DOANH GOLF LONG THÀNH,LOTAGOLF,Công ty cổ phần,"Thương mại, dịch vụ",6.37973E+12,longthanhgolfresort.com,2516268989,2516268899,"Số 99A, đường Phước Tân - Long Hưng, Phường Phước Tân, Tỉnh Đồng Nai, Việt Nam",,,,
288,GLXC - Tập đoàn Geleximco - Công ty CP,Tập đoàn Geleximco,Công ty cổ phần,Bất động sản,1.09E+13,www.geleximco.vn,02435 141199,02435 143939,"Số 36, Phố Hoàng Cầu, P. Ô Chợ Dừa, TP. Hà Nội",,,,
289,"GMEC - Công ty cổ phần Galaxy Entertainment Holding (Tên cũ: Công ty cổ phần Giải trí và Giáo dục Galaxy, Công ty cổ phần Truyền thông và Giải trí Galaxy)",Galaxy M&E JSC.,Công ty cổ phần,"Thương mại, dịch vụ",3.041E+11,www.galaxy.com.vn,982293689,2439746121,"3/9 Võ Văn Tần, Phường Xuân Hòa, Thành phố Hồ Chí Minh( Nơi nhận thư: Tầng 5 Tòa nhà mặt trời sông hồng, số 23 Phan Chu Trinh, Hoàn Kiếm, HN)",ĐINH THỊ THANH HƯƠNG,,,
290,GPHC - CÔNG TY TNHH GREENLAND PHỐ HOA,"GREENLAND PHO HOA CO., LTD",Công ty trách nhiệm hữu hạn,Bất động sản,1.2E+11,none,983666665,983666665,"Thôn Tam Hợp, Xã Xuân Cẩm, Tỉnh Bắc Ninh, Việt Nam",Lê Thị Kim Oanh,Công ty cổ phần Xếp hạng Tín nhiệm Đầu tư Việt Nam (VIS Ratings),BB-,16/06/2026
291,GPRC - Công ty TNHH Bất động sản Gia Phú,GPRC,Công ty trách nhiệm hữu hạn,Bất động sản,2.45E+11,không,932239682,0,"Số 315 Nam Kỳ Khởi Nghĩa, Phường Xuân Hòa, Thành phố Hồ Chí Minh, Việt Nam",Điền Hòa Anh Kiệt,,,
292,GREC - Công ty Cổ phần Bất động sản Greenwich,GREENWICH REAL ESTATE JSC,Công ty cổ phần,Bất động sản,400000000,greenwichbonds@gmail.com,898323356,(08) 377 52 999,"Số 2.50, Tầng 2, Khu Thương mại – Dịch vụ, kỹ thuật, Trung tâm Thương mại, văn phòng, officetel và căn hộ (RiverGate Residence) tại số 151 – 155 Bến Vân Đồn, Phường 06, Quận 4, Thành phố Hồ Chí Minh, Việt Nam.",Lê Thị Hồng Xuân,,,
293,GRLC - Công ty TNHH Đầu tư và Phát triển Bất động sản Green Land,"Green Land Real Estate Development and Investment CO.,LTD",Công ty trách nhiệm hữu hạn,Bất động sản,2.86E+12,landhcm79@gmail.com,0938 48 53 58,0938 48 53 58,"65 Nguyễn Du, Phường Sài Gòn, TP Hồ Chí Minh, Việt Nam",Bùi Đạt Chương,,,
294,GSPC - CTCP In và Bao bì Goldsun,GSP,Công ty cổ phần,Sản xuất,2.466E+11,www.goldsunpackaging.vn,024 38371191,024 37641019,Khu CN Phú Minh -Phường Đông Ngạc- Hà Nội,,Công ty cổ phần Sài Gòn Phát Thịnh Ratings (Saigon Ratings),vnBBB-,30/10/2025
295,GTLC - Công ty cổ phần GOTEC LAND,"GOTEC LAND JOINT.,JSC",Công ty cổ phần,Bất động sản,4E+11,www.gotecland.vn,2513680999,2513680999,"296, Võ Thị Sáu, KP 7, Phường Thống Nhất, Thành phố Biên Hòa, tỉnh Đồng Nai",,,,
296,GTPC - Công ty CP Tập đoàn Tiến Phước,Tien Phuoc Group,Công ty cổ phần,Lĩnh vực khác,5.4738E+11,Chưa có,2838380303,028 3924 6129,"542 Trần Hưng Đạo, Phường 2, Quận 5, TP.HCM",,,,
297,GVIC - Công ty cổ phần GVI,GVI SJC,Công ty cổ phần,Lĩnh vực khác,1.8E+11,https://gvigroup.com.vn/,2432020201,-,"Tầng 18, số 52 phố Lê Đại Hành, phường Lê Đại Hành, quận Hai Bà Trưng, Hà Nội",,,,
298,GWBC - Công ty TNHH GATEWAY BERKELEY,"GATEWAY BERKELEY CO.,LTD",Công ty trách nhiệm hữu hạn,Bất động sản,1.2E+12,gatewayberkeley.com.vn,2838231564,2838231565,"177 Xa lộ Hà Nội, Phường Thảo Điền, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",Bùi Thị Phương Hiền,,,
299,GWGC - CTCP GOODWILL GROUP,GOODWILL GROUP JSC,Công ty cổ phần,Bất động sản,2.5E+11,không có,938485358,938485358,"Số 2.01 tầng 2, Khu Thương mại - Dịch vụ, Dự án Khu thương mại dịch vụ văn phòng, officetel và căn hộ tại số 08 đường Hoàng Minh Giám, phường 09, quận Phú Nhuận, TP Hồ Chí Minh",Bùi Trọng Nghĩa,,,
300,H39C - Công ty Cổ phần Hưng Thịnh Investment,H39C,Công ty cổ phần,Bất động sản,2.779E+12,http://....,2873075888,0,"53 Trần Quốc Thảo, Phường Xuân Hòa, TP. Hồ Chí Minh",ĐẶNG NGỌC MINH HUY,,,
301,H79C - CTCP Hưng Thịnh Land,HUNG THINH LAND,Công ty cổ phần,Bất động sản,9.8528E+12,www.hungthinhland.com,2873075888,2838249545,"53 Trần Quốc Thảo, Phường Xuân Hòa, TP Hồ Chí Minh",Nguyễn Văn Cường,,,
302,HAAC - Công ty cổ phần BLUEMARQ Development (Tên cũ:Công ty Cổ phần Đầu tư Kinh doanh Bất động sản Hà An),CONG TY CP DT KD BAT DONG SAN HA AN,Công ty cổ phần,Bất động sản,1.14775E+13,datxanh.vn,2862525252,2862853978,"Số 18 đường Kha Vạn Cân, p. An Bình, Tp. Dĩ An, tỉnh Bình Dương",Lê Văn Hưng; NGUYỄN TUẤN ANH; Ngô Quang Ninh,,,
303,HAG - Công ty cổ phần Hoàng Anh Gia Lai,Công ty cổ phần Hoàng Anh Gia Lai,Công ty cổ phần,Lĩnh vực khác,1.26747E+13,www.hagl.com.vn,2692225888,2692222335,"15, Trường Chinh, phường Phù Đổng, Tp.Pleiku, tỉnh Gia Lai",Nguyễn Xuân Thắng,,,
304,HAH - CÔNG TY CỔ PHẦN VẬN TẢI VÀ XẾP DỠ HẢI AN,"HAIANTS.,JSC",Công ty cổ phần,Lĩnh vực khác,1.68861E+12,www.haiants.vn,2439877515,2439444022,"Tầng 7, số 45, phố Triệu Việt Vương, phường Hai Bà Trưng, Thành phố Hà Nội, Việt Nam",,,,
305,HAHC - Công ty TNHH Hải An Huy,HAI AN HUY,Công ty trách nhiệm hữu hạn,Bất động sản,6.551E+11,none,2976592525,0,"Tổ 5, ấp 4 Vũng Bầu, Xã Cửa Cạn, Thành phố Phú Quốc, Tỉnh Kiên Giang, Việt Nam",Đặng Nam Phong,,,
306,HAIC - CTCP ĐẦU TƯ CÔNG NGHỆ VÀ GIÁO DỤC HẢI AN,"HAI AN ITE.,JSC (HNX)",Công ty cổ phần,Lĩnh vực khác,1E+11,.,915858504,0,"Tầng 4-K3 CT2, 536A Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",,,,
307,HAJC - Công ty cổ phần Hội An Invest,HAJ,Công ty cổ phần,Bất động sản,3.5125E+12,Chưa có,2862525252,2862525252,"Số 8 Đỗ Thế Chấp, Phường An Sơn, Thành phố Tam Kỳ, Tỉnh Quảng Nam",Lưu Đức Khang; Ngô Thế Mẫn,,,
308,HAR - Công ty cổ phần đầu tư thương mại bất động sản An Dương Thảo Điền,Công ty CP An Dương Thảo Điền,Công ty cổ phần,Bất động sản,1.0135E+12,www.adtdgroup.com,2862754816,2862754816,"SỐ 2 NGÔ ĐỨC KẾ, PHƯỜNG BẾN NGHÉ, QUẬN 1, THÀNH PHỐ HỒ CHÍ MINH, VIỆT NAM",,,,
309,HAX - CÔNG TY CỔ PHẦN DỊCH VỤ Ô TÔ HÀNG XANH,HAXACO,Công ty cổ phần,"Thương mại, dịch vụ",1.0744E+12,http://www.haxaco.com.vn/,2838983416,2835120025,Số 333 Điện Biên Phủ - P. 15 - Q. Bình Thạnh - Tp. Hồ Chí Minh,Đỗ Tiến Dũng,,,
310,HBC - Công ty Cổ Phần Tập Đoàn Xây Dựng Hòa Bình,HBC,Công ty cổ phần,Xây dựng,3.47213E+12,www.hbcg.vn,(028) 39325030,(028) 39302097,"235 Võ Thị Sáu, Phường Xuân Hòa, TP.Hồ Chí Minh (Địa chỉ gửi thư: 123 nguyễn đình chiểu, Phường Xuân Hòa, TP.HCM)",LÊ VIẾT HẢI,,,
311,HBDC - Công ty TNHH Đầu tư Gia sản IWEALTH (tên cũ: Công ty TNHH mua bán nợ Hòa Bình),"IWEALTH CO., LTD",Công ty trách nhiệm hữu hạn,Lĩnh vực khác,1E+11,https://hbdc.com.vn/,9830114018,9830114018,"103A, Hùng Vương, Phường 2, thành phố Tân An, tỉnh Long An",Phan Thị Thu Thảo,,,
312,HBXC - Công ty TNHH Nước sạch Hòa Bình - Xuân Mai,"HB-XM CO.,LTD",Công ty trách nhiệm hữu hạn,Lĩnh vực khác,4.376E+11,Không có,972196398,0,"Xóm Dụ Phượng, Phường Kỳ Sơn, Tỉnh Phú Thọ, Việt Nam",PHẠM MẠNH HÙNG,,,
313,HC3C - CTCP XÂY DỰNG SỐ 3 HÀ NỘI,HANCO3,Công ty cổ phần,Xây dựng,5E+11,Chưa có,2437720964,2437720968,"14 Láng Hạ, phường Thành Công, quận Ba Đình, Hà Nội",ĐẶNG THỊ HÀ NGUYÊN,,,
314,HCGC - Công ty Cổ phần Tập đoàn Địa ốc Hoàng Cát,HCGC,Công ty cổ phần,Bất động sản,5.5E+11,hoangcatgroup.com,886666999,0,"Quốc lộ 14, Khu Phố Hiếu Cảm, Phường Hưng Long, thị xã Chơn Thành, tỉnh Bình Phước",NGUYỄN PHƯỚC THÀNH NHÂN,,,
315,HCMC - CÔNG TY TNHH HOÀNG TRÚC MY,"HOANG TRUC MY CO., LTD",Công ty trách nhiệm hữu hạn,Bất động sản,4E+11,https://hoangtrucmy.com,868699999,2746269689,"Số 324/24, đường Lê Hồng Phong, Tổ 3, Khu phố 4, Phường Phú Hòa, Thành phố Thủ Dầu Một, Tỉnh Bình Dương, Việt Nam",Đỗ Văn Bình,Công ty cổ phần FiinRatings (FiinRatings),B,17/05/2024
316,HCSC - Công ty cổ phần Hoàn Cầu Solar LA,Công ty cổ phần Hoàn Cầu Solar LA,Công ty cổ phần,Xây dựng,2.5E+11,khongco,904477038,904477038,"Ấp 03, xã Bình Hòa Nam, huyện Đức Huệ, tỉnh Long An",Trương Cao Hải,,,
317,HCVC - CÔNG TY TÀI CHÍNH TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN HOME CREDIT VIỆT NAM,HOME CREDIT VIỆT NAM,Công ty trách nhiệm hữu hạn,Tổ chức tín dụng,2.05E+12,https://www.homecredit.vn/,2835136868,0,"Tầng G, 8 và 10 Tòa nhà Phụ Nữ, số 20 Nguyễn Đăng Giai, P. An Khánh, Tp. Hồ Chí Minh",Annica Maria Witschard; Jakub Kudrna; PHAM NGOC KHANG,Công ty cổ phần FiinRatings (FiinRatings),A,25/04/2026
318,HD2C - Công ty TNHH Điện gió Hòa Đông 2,HD2C,Công ty trách nhiệm hữu hạn,Sản xuất,3.9E+11,0,2993992666,0,"Thửa đất số 328, tờ bản đồ số 8, ấp Lẫm Thiết, Phường Khánh Hòa, TP Cần Thơ",,,,
319,HDAC - CÔNG TY CỔ PHẦN TẬP ĐOÀN XUÂN THIỆN,CÔNG TY CỔ PHẦN TẬP ĐOÀN XUÂN THIỆN,Công ty cổ phần,Sản xuất,5.77E+12,www.xuanthienvietnam.vn,2293886886,2293886986,"tòa nhà Xuân Thiện, KĐT Xuân Thành, phường Hoa Lư, tỉnh Ninh Bình",Nguyễn Huy Hoàng,,,
320,HDB - NH TMCP Phát triển thành phố Hồ Chí Minh ( HDBANK),HDBANK,Công ty cổ phần,Tổ chức tín dụng,5.00528E+13,https://www.hdbank.com.vn/vi/,028 62 915 916,028 62 915 893,"Số 25Bis, Nguyễn Thị Minh Khai, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",NGUYỄN HỮU ĐẶNG; PHẠM QUỐC THANH,Công ty cổ phần FiinRatings (FiinRatings),A,29/03/2026
321,HDC - CÔNG TY CP PHÁT TRIỂN NHÀ BÀ RỊA- VŨNG TÀU,HODECO,Công ty cổ phần,Bất động sản,1.78355E+12,hodeco.vn,2543856274,2543856205,"TẦNG 3- TÒA NHÀ HODECO PLAZA, SỐ 36 NGUYỄN THÁI HỌC, PHƯỜNG TAM THẮNG, TP. HỒ CHÍ MINH",Đoàn Hữu Thuận,,,
322,HDEC - Công ty cổ phần phân phối HDE,HDEC,Công ty cổ phần,"Thương mại, dịch vụ",2.5E+11,http://hyundaielectronics.com.vn/,936712222,04 35 77 77 99,"Tầng 8, 107 Nguyễn Phong Sắc, phường Dịch Vọng Hậu, quận Cầu Giấy, Hà Nội, Viêt·",Bùi Thanh Sơn,,,
323,HDG - Công ty Cổ phần Tập đoàn Hà Đô,HaDo Group,Công ty cổ phần,Bất động sản,1.54275E+12,https://hado.com.vn/,0243831 0347,0243835 5526,Số 8- Láng Hạ- Ba Đình- Hà Nội,,,,
324,HDGC - Công ty TNHH Hải Dương Giang Biên,"HAI DUONG GIANG BIEN CO., LTD",Công ty trách nhiệm hữu hạn,Xây dựng,7E+11,none,2462935582,2462935582,"LÔ CT19B KHU ĐÔ THỊ VIỆT HƯNG, PHƯỜNG GIANG BIÊN, QUẬN LONG BIÊN, HÀ NỘI",Vũ Đình Chiến,,,
325,HDHC - CÔNG TY TNHH HƯỚNG DƯƠNG HOLDING,HUONG DUONG HOLDING,Công ty trách nhiệm hữu hạn,Bất động sản,1E+11,www.huongduongholdings.com,905379853,913391678,"90 Cao Thắng , Phường 4, Quận 3, TP.Hồ Chí Minh",NGUYỄN MINH TRÍ,,,
326,HDMC - Công ty Cổ phần Tổng công ty Đầu tư và Quản lý Tài sản HD,HD AMC,Công ty cổ phần,Lĩnh vực khác,2.5E+12,https://hdbankamc.com.vn/,837421280,837421280,"19 Nguyễn Đình Chiểu, Phường Sài Gòn, TP. Hồ Chí Minh",NGUYỄN THẾ QUANG,Công ty cổ phần Sài Gòn Phát Thịnh Ratings (Saigon Ratings),vnBBB,14/01/2026
327,HDRC - Công ty TNHH Đầu tư và Phát triển BĐS Hải Đăng,HDRC,Công ty trách nhiệm hữu hạn,Bất động sản,5.45959E+12,,326730689,326730689,"Dự án Khu đô thị sinh thái Dream City, Xã Nghĩa Trụ, Tỉnh Hưng Yên, Việt Nam",Ngô Văn Kiên; Đinh Hào Hiệp,Công ty cổ phần Sài Gòn Phát Thịnh Ratings (Saigon Ratings),vnBB+,22/07/2025
328,HDSC - CTCP Chứng khoán HD,HDBS,Công ty cổ phần,Kinh doanh chứng khoán,1.023E+12,https://www.hdbs.vn/,028 6283 6888,028 6283 8666,"23A và Lầu 9, Số 58 Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, TP.HCM",Dương Thế Quang; Nguyễn Thành Trung,,,
329,HDTC - CÔNG TY XÂY DỰNG VÀ KINH DOANH CƠ SỞ HẠ TẦNG KHU CÔNG NGHIỆP HÀ NỘI - ĐÀI TƯ,HDTC,Công ty trách nhiệm hữu hạn,Bất động sản,1.36824E+11,không có,984414901,0,"Khu Công nghiệp Hà Nội - Đài Tư, Số 386 đường Nguyễn Văn Linh, phường Phúc Lợi, quận Long Biên, TP. Hà Nội",La Hứa Vinh,,,
330,HEM - CTCP CHẾ TẠO ĐIỆN CƠ HÀ NỘI,"HEM.,JSC",Công ty cổ phần,Sản xuất,3.87047E+11,http://hem.vn,2437655510,2437655509,"KM 12 ĐƯỜNG CẦU DIỄN, P PHÚC DIỄN, Q BẮC TỪ LIÊM, HÀ NỘI",BÙI QUANG VINH,,,
331,HGAC - CÔNG TY CỔ PHẦN SẢN XUẤT VÀ ĐẦU TƯ HOÀNG GIA,ROYAL INVEST JSC,Công ty cổ phần,Sản xuất,3.6E+11,https://www.royalceramic.vn/,2513569918,0,"Đường số 8, Khu công nghiệp Nhơn Trạch II - Nhơn Phú, Thị trấn Hiệp Phước, Huyện Nhơn Trạch, Tỉnh Đồng Nai, Việt Nam",,,,
332,HGDC - CTCP HOÀNG GIA ĐL,HOÀNG GIA ĐL,Công ty cổ phần,"Thương mại, dịch vụ",8.48034E+11,www.royaldl.com,2633825444,2633825666,"02 Trần Phú, phường 3, TP Đà Lạt, tỉnh Lâm Đồng",,,,
333,HGLC - Công ty cổ phần Đầu tư Quốc tế Hoàng Anh Gia Lai (Tên cũ: Công ty TNHH Hưng Thắng Lợi Gia Lai),Công ty TNHH Hưng Thắng Lợi Gia Lai,Công ty cổ phần,Lĩnh vực khác,1.685E+12,không,904934428,0,"Số 15 Trường Chinh, phường Pleiku, tỉnh Gia Lai",HOÀNG TRỌNG VĂN; VÕ THỊ MỸ HẠNH,,,
334,HGMC - Công ty TNHH Quản lý Bất động sản Highgate,HGPM,Công ty trách nhiệm hữu hạn,Bất động sản,58120000000,www.sonkimland.vn,2838989547,2838231574,"177 Xa lộ Hà Nội, Phường Thảo Điền, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",,,,
335,HHEC - Công ty TNHH Thiết bị và Xây lắp Huy Hoàng,"HUY HOANG E AND IC CO,. LTD",Công ty trách nhiệm hữu hạn,Lĩnh vực khác,9.52E+11,.,915858504,0,"Tầng 2, số 418, đường Lưu Nhân Chú, Tổ 4, phường Hương Sơn, TP Thái Nguyên, tỉnh Thái Nguyên",Đào Thị Lơ,,,
336,HHTC - CTCP ĐẦU TƯ THƯƠNG MẠI HỒNG HOÀNG,CTCP TM HỒNG HOÀNG,Công ty cổ phần,"Thương mại, dịch vụ",5000020000,Không có,+84 (028) 3830 2055,+84 (028) 3830 2055,"TẦNG 3, TÒA NHÀ AN PHÚ PLAZA, 117 - 119 LÝ CHÍNH THẮNG, PHƯỜNG VÕ THỊ SÁU, QUẬN 3, TP. HỒ CHÍ MINH",Lê An,,,
337,HIDC - Công ty TNHH Đầu tư và Phát triển Đô thị Hưng Yên,"Hung yen urban development Co., LTD",Công ty trách nhiệm hữu hạn,Bất động sản,9.92924E+11,Không có,866072388,028 39 159 159,"Tầng 8, Tòa nhà Viettel Hưng Yên, số 537 Nguyễn Văn Linh, Phường Hiến Nam, Thành phố Hưng Yên, tỉnh Hưng Yên, Việt Nam",NGÔ VĂN KIÊN,,,
338,HII - CTCP AN TIẾN INDUSTRIES,"AN Tien Industries.,JSC",Công ty cổ phần,Sản xuất,3.20275E+11,www.antienindustries.com,2163856555,2163851123,"KHU CÔNG NGHIỆP PHÍA NAM, XÃ VĂN PHÚ, THÀNH PHỐ YÊN BÁI, TỈNH YÊN BÁI",,,,
339,HISC - CTCP đầu tư và dịch vụ HELIOS,HELIOS,Công ty cổ phần,Lĩnh vực khác,2E+12,https://www.bcgland.com.vn/,028 38 330314,2838330315,"89 Cách Mạng Tháng Tám , Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",Nguyễn Hoàng Tiến; PHẠM THỊ NGỌC THANH,,,
