STT,Ngày đăng tin,Tên DN,Mã TP,Tiền tệ,Kỳ hạn,Ngày phát hành,Ngày đáo hạn,Kỳ hạn còn lại (ngày),Khối lượng,Mệnh giá,Loại hình trả lãi,Loại lãi suất,Phương thức thanh toán lãi,Mua lại và hoán đổi,Thị trường phát hành,Lãi suất phát hành (%/năm),Tình trạng,Văn bản đính kèm,Code công ty,Loại hình,Ngành
975,2021-12-23 00:00:00,VPB - NH TMCP VIỆT NAM THỊNH VƯỢNG,VPBL2124027,VNĐ,,20/12/2021,20/12/2024,,300,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,2.4,Hiệu lực,,VPB ,Công ty cổ phần,Tổ chức tín dụng
976,2021-12-30 00:00:00,MBB - NGÂN HÀNG TMCP QUÂN ĐỘI,MBBL2128020,VNĐ,,20/12/2021,,,0,10000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,7.1,Hiệu lực,,MBB ,Công ty cổ phần,Tổ chức tín dụng
977,2021-12-21 00:00:00,GMEC - Công ty cổ phần Truyền thông và Giải trí Galaxy,GMECH2123008,VNĐ,,20/12/2021,20/12/2025,,250000,100000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,12.0,Hiệu lực,,GMEC ,Công ty cổ phần,"Thương mại, dịch vụ"
978,2022-02-11 00:00:00,AGG - CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN BÁT ĐỘNG SẢN AN GIA,AGGH2122001,VNĐ,,20/12/2021,20/12/2022,,3000,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,11.0,Hiệu lực,,AGG ,Công ty cổ phần,Bất động sản
979,2022-01-28 00:00:00,DAKC - Công ty Liên doanh TNHH Phát triển đô thị mới An Khánh,DAKCH2124002,VNĐ,,20/12/2021,20/12/2024,,10000,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,11.0,Hiệu lực,,DAKC ,Công ty trách nhiệm hữu hạn,Bất động sản
980,2021-12-24 00:00:00,ACB - Ngân hàng TMCP Á Châu,ACBH2122015,VNĐ,,20/12/2021,20/12/2022,,1000,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,2.45,Hiệu lực,,ACB ,Công ty cổ phần,Tổ chức tín dụng
981,2021-12-30 00:00:00,SHB - Ngân hàng TMCP Sài Gòn - Hà Nội,SHBH2123017,VNĐ,,20/12/2021,20/12/2023,,1000,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,3.8,Hiệu lực,,SHB ,Công ty cổ phần,Tổ chức tín dụng
982,2022-03-18 00:00:00,XTCC - CTCP Xi măng Xuân Thành,XTCCH2136002,VNĐ,,20/12/2021,02/06/2036,,4400,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,10.5,Hiệu lực,,XTCC ,Công ty cổ phần,Sản xuất
983,2021-12-24 00:00:00,VBB - Ngân hàng Thương mại Cổ phần Việt Nam Thương Tín,VBBL2128006,VNĐ,,20/12/2021,20/12/2028,,20000,10000000,Coupon,Thả nổi,Định kỳ - Cuối kỳ,Mua lại,,8.03,Hiệu lực,,VBB ,Công ty cổ phần,Tổ chức tín dụng
984,2022-01-04 00:00:00,IPA - CTCP Tập đoàn Đầu tư I.P.A,IPAH2124003,VNĐ,,20/12/2021,20/12/2024,,10000000,100000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,9.5,Hiệu lực,,IPA ,Công ty cổ phần,Lĩnh vực khác
985,2021-12-23 00:00:00,VPB - NH TMCP VIỆT NAM THỊNH VƯỢNG,VPBL2124028,VNĐ,,21/12/2021,21/12/2024,,2500,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,2.4,Hiệu lực,,VPB ,Công ty cổ phần,Tổ chức tín dụng
986,2021-12-23 00:00:00,VTR - CTCP DU LỊCH VÀ TIẾP THỊ GIAO THÔNG VẬN TẢI VIỆT NAM - VIETRAVEL,VTRH2123001,VNĐ,,21/12/2021,21/12/2023,,500000,1000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,8.2,Hiệu lực,,VTR ,Công ty cổ phần,Lĩnh vực khác
987,2022-01-06 00:00:00,BSI - Công ty Cổ phần Chứng khoán Ngân hàng Đầu tư và Phát triển Việt Nam,BSIH2122004,VNĐ,,21/12/2021,21/12/2022,,1489000,100000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,7.8,Hiệu lực,,BSI ,Công ty cổ phần,Kinh doanh chứng khoán
988,2022-01-12 00:00:00,SVBC - Công ty cổ phần Sovico,SVBCH2124005,VNĐ,,21/12/2021,21/12/2026,,10000,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,10.5,Hiệu lực,,SVBC ,Công ty cổ phần,"Thương mại, dịch vụ"
989,2021-12-24 00:00:00,VIB - Ngân hàng TMCP Quốc tế Việt Nam,VIBL2124024,VNĐ,,21/12/2021,21/12/2024,,1000,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,3.15,Hiệu lực,,VIB ,Công ty cổ phần,Tổ chức tín dụng
990,2021-12-30 00:00:00,MBB - NGÂN HÀNG TMCP QUÂN ĐỘI,MBBL2128021,VNĐ,,21/12/2021,21/12/2028,,2000,10000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,7.1,Hiệu lực,,MBB ,Công ty cổ phần,Tổ chức tín dụng
991,2022-07-26 00:00:00,GLTC - CTCP ĐẦU TƯ VÀ KINH DOANH GOLF LONG THÀNH,GLTCH2124001,VNĐ,,21/12/2021,21/12/2024,,10000000,100000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,9.5,Hiệu lực,,GLTC ,Công ty cổ phần,"Thương mại, dịch vụ"
992,2021-12-30 00:00:00,SHB - Ngân hàng TMCP Sài Gòn - Hà Nội,SHBH2123018,VNĐ,,21/12/2021,21/12/2023,,500,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,3.8,Hiệu lực,,SHB ,Công ty cổ phần,Tổ chức tín dụng
993,2022-01-04 00:00:00,LPB - Ngân hàng Thương mại Cổ phần Bưu Điện Liên Việt,LPBH2124016,VNĐ,,21/12/2021,21/12/2024,,990,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,3.3,Hiệu lực,,LPB ,Công ty cổ phần,Tổ chức tín dụng
994,2021-12-28 00:00:00,VBAC - Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam,VBACLH2128007,VNĐ,,22/12/2021,22/12/2028,,6000,100000000,Coupon,Thả nổi,Định kỳ - Cuối kỳ,Mua lại,,6.63,Hiệu lực,,VBAC ,Công ty trách nhiệm hữu hạn,Tổ chức tín dụng
995,2022-03-28 00:00:00,YTWC - Công ty cổ phần Phong điện Yang Trung,YTWCH2125005,VNĐ,,22/12/2021,22/09/2025,,260000,1000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,10.75,Hiệu lực,,YTWC ,Công ty cổ phần,Sản xuất
996,2021-12-30 00:00:00,WPCC - CÔNG TY CỔ PHẦN WEALTH POWER,WPCCB2122001,VNĐ,,22/12/2021,22/12/2022,,28800000,100000,Coupon,Kết hợp,Một lần khi đến hạn,Mua lại,,10.0,Hiệu lực,,WPCC ,Công ty cổ phần,Bất động sản
997,2022-03-17 00:00:00,KHG - CTCP Tập Đoàn KHẢI HOÀN LAND,KHGH2123002,VNĐ,,22/12/2021,22/06/2024,,300000,1000000,Coupon,Cố định,Định kỳ - Cuối kỳ,,,13.5,Hiệu lực,,KHG ,Công ty cổ phần,Bất động sản
998,2021-12-30 00:00:00,MBB - NGÂN HÀNG TMCP QUÂN ĐỘI,MBBL2128017,VNĐ,,22/12/2021,22/12/2028,,30000,10000000,Coupon,Thả nổi,Định kỳ - Cuối kỳ,Mua lại,,7.03,Hiệu lực,,MBB ,Công ty cổ phần,Tổ chức tín dụng
999,2021-12-29 00:00:00,BVS - Công ty Cổ phần Chứng khoán Bảo Việt,BVSH2123001,VNĐ,,22/12/2021,22/12/2023,,1000000,100000,Coupon,Thả nổi,Định kỳ - Cuối kỳ,Mua lại,,4.0,Hiệu lực,,BVS ,Công ty cổ phần,Kinh doanh chứng khoán
1000,2021-12-28 00:00:00,HDB - NH TMCP Phát triển thành phố Hồ Chí Minh ( HDBANK),HDBL2125017,VNĐ,,22/12/2021,22/12/2025,,600,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,3.8,Hiệu lực,,HDB ,Công ty cổ phần,Tổ chức tín dụng
1001,2021-12-24 00:00:00,VIB - Ngân hàng TMCP Quốc tế Việt Nam,VIBL2124025,VNĐ,,22/12/2021,22/12/2024,,1000,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,3.15,Hiệu lực,,VIB ,Công ty cổ phần,Tổ chức tín dụng
1002,2022-03-28 00:00:00,YTWC - Công ty cổ phần Phong điện Yang Trung,YTWCH2124004,VNĐ,,22/12/2021,22/09/2024,,30000,1000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,10.75,Hiệu lực,,YTWC ,Công ty cổ phần,Sản xuất
1003,2021-12-28 00:00:00,HDB - NH TMCP Phát triển thành phố Hồ Chí Minh ( HDBANK),HDBL2124016,VNĐ,,22/12/2021,22/12/2024,,1000,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,3.2,Hiệu lực,,HDB ,Công ty cổ phần,Tổ chức tín dụng
1004,2022-01-12 00:00:00,VC2 - Công ty Cổ phần Đầu tư và Xây dựng Vina2,VC2H2124002,VNĐ,,22/12/2021,22/12/2024,,1100,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,11.5,Hiệu lực,,VC2 ,Công ty cổ phần,Xây dựng
1005,2022-03-28 00:00:00,YTWC - Công ty cổ phần Phong điện Yang Trung,YTWCH2126006,VNĐ,,22/12/2021,22/09/2026,,260000,1000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,10.75,Hiệu lực,,YTWC ,Công ty cổ phần,Sản xuất
1006,2021-12-23 00:00:00,VPB - NH TMCP VIỆT NAM THỊNH VƯỢNG,VPBL2124029,VNĐ,,22/12/2021,22/12/2024,,2500,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,2.4,Hiệu lực,,VPB ,Công ty cổ phần,Tổ chức tín dụng
1007,2022-02-09 00:00:00,H39C - Công ty Cổ phần Hưng Thịnh Investment,H39CH2123004,VNĐ,,22/12/2021,22/12/2023,,6000000,100000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,11.0,Hiệu lực,,H39C ,Công ty cổ phần,Bất động sản
1008,2022-04-01 00:00:00,SSB - Ngân hàng TMCP Đông Nam Á,SSBH2124016,VNĐ,,22/12/2021,22/12/2024,,1000,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,3.7,Hiệu lực,,SSB ,Công ty cổ phần,Tổ chức tín dụng
1009,2022-03-30 00:00:00,SBPC - Công ty Cổ phần Sunbay Ninh Thuận,SBPCB2124001,VNĐ,,23/12/2021,23/12/2024,,1000,100000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,9.5,Hiệu lực,,SBPC ,Công ty cổ phần,Lĩnh vực khác
1010,2021-12-31 00:00:00,SHB - Ngân hàng TMCP Sài Gòn - Hà Nội,SHBH2123019,VNĐ,,23/12/2021,23/12/2023,,500,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,3.8,Hiệu lực,,SHB ,Công ty cổ phần,Tổ chức tín dụng
1011,2022-01-04 00:00:00,MBB - NGÂN HÀNG TMCP QUÂN ĐỘI,MBBL2128022,VNĐ,,23/12/2021,,,0,10000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,7.1,Hiệu lực,,MBB ,Công ty cổ phần,Tổ chức tín dụng
1012,2021-12-31 00:00:00,VCB - NGÂN HÀNG TMCP NGOẠI THƯƠNG VIỆT NAM,VCBH2131008,VNĐ,,23/12/2021,23/12/2031,,300,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,6.7,Hiệu lực,,VCB ,Công ty cổ phần,Tổ chức tín dụng
1013,2022-03-30 00:00:00,SBPC - Công ty Cổ phần Sunbay Ninh Thuận,SBPCB2124002,VNĐ,,23/12/2021,23/12/2024,,7999000,100000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,9.5,Hiệu lực,,SBPC ,Công ty cổ phần,Lĩnh vực khác
1014,2022-01-14 00:00:00,GEX - Công ty cổ phần Tập đoàn Gelex,GEXH2124002,VNĐ,,23/12/2021,23/12/2024,,10000,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,8.5,Hiệu lực,,GEX ,Công ty cổ phần,Sản xuất
1015,2021-12-30 00:00:00,MSFC - Công ty Tài chính TNHH MB Shinsei,MSFCLH2123002,VNĐ,,23/12/2021,23/06/2023,,450,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,,,5.8,Hiệu lực,,MSFC ,Công ty trách nhiệm hữu hạn,Tổ chức tín dụng
1016,2021-12-24 00:00:00,VIB - Ngân hàng TMCP Quốc tế Việt Nam,VIBL2124026,VNĐ,,23/12/2021,23/12/2024,,1000,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,3.15,Hiệu lực,,VIB ,Công ty cổ phần,Tổ chức tín dụng
1017,2022-03-21 00:00:00,PDR - CTCP PHÁT TRIỂN BẤT ĐỘNG SẢN PHÁT ĐẠT,PDRH2123010,VNĐ,,23/12/2021,23/12/2023,,5000,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,12.0,Hiệu lực,,PDR ,Công ty cổ phần,Bất động sản
1018,2022-03-29 00:00:00,TCSC - CTCP chứng khoán Kỹ thương,TCSCH2124015,VNĐ,,23/12/2021,23/12/2024,,4977337,100000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,7.5,Hiệu lực,,TCSC ,Công ty cổ phần,Kinh doanh chứng khoán
1019,2021-12-28 00:00:00,BIZC - CÔNG TY CỔ PHẦN KHU CÔNG NGHIỆP THÀNH THÀNH CÔNG,BIZCH2124003,VNĐ,,23/12/2021,15/10/2024,,1380000,100000,Coupon,Kết hợp,Khác,Mua lại,,9.5,Hiệu lực,,BIZC ,Công ty cổ phần,Bất động sản
1020,2022-03-09 00:00:00,VDS - Công ty Cổ phần Chứng khoán Rồng Việt,VDSH2122011,VNĐ,,24/12/2021,24/12/2022,,349350,1000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,9.3,Hiệu lực,,VDS ,Công ty cổ phần,Kinh doanh chứng khoán
1021,2022-09-14 00:00:00,HPX - CÔNG TY CỔ PHẦN ĐẦU TƯ HẢI PHÁT,HPXH2123011,VNĐ,,24/12/2021,24/12/2023,,4500000,100000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,10.0,Hiệu lực,,HPX ,Công ty cổ phần,Bất động sản
1022,2021-12-28 00:00:00,VPRC - CÔNG TY CỔ PHẦN VINAPRINT,VPRCH2124001,VNĐ,,24/12/2021,24/12/2024,,2000,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,11.0,Hiệu lực,,VPRC ,Công ty cổ phần,"Thương mại, dịch vụ"
1023,2022-03-28 00:00:00,PHDC - CÔNG TY TNHH ĐIỆN GIÓ PHƯỚC HỮU - DUYÊN HẢI 1,PHDCH2136015,VNĐ,,24/12/2021,24/09/2036,,100000,1000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,10.75,Hiệu lực,,PHDC ,Công ty trách nhiệm hữu hạn,Sản xuất
1024,2022-01-04 00:00:00,BAB - Ngân hàng Thương Mại Cổ Phần Bắc Á,BABL2128004,VNĐ,,24/12/2021,24/12/2028,,200,1000000000,Coupon,Thả nổi,Định kỳ - Cuối kỳ,Mua lại,,7.52,Hiệu lực,,BAB ,Công ty cổ phần,Tổ chức tín dụng
1025,2022-03-28 00:00:00,PHDC - CÔNG TY TNHH ĐIỆN GIÓ PHƯỚC HỮU - DUYÊN HẢI 1,PHDCH2137016,VNĐ,,24/12/2021,24/09/2037,,100000,1000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,10.75,Hiệu lực,,PHDC ,Công ty trách nhiệm hữu hạn,Sản xuất
1026,2022-03-28 00:00:00,HD2C - CÔNG TY TNHH ĐIỆN GIÓ HÒA ĐÔNG 2,HD2CH2134013,VNĐ,,24/12/2021,24/09/2034,,240000,1000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,10.75,Hiệu lực,,HD2C ,Công ty trách nhiệm hữu hạn,Sản xuất
1027,2022-03-28 00:00:00,PHDC - CÔNG TY TNHH ĐIỆN GIÓ PHƯỚC HỮU - DUYÊN HẢI 1,PHDCH2135014,VNĐ,,24/12/2021,24/09/2035,,100000,1000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,10.75,Hiệu lực,,PHDC ,Công ty trách nhiệm hữu hạn,Sản xuất
1028,2022-03-28 00:00:00,HD2C - CÔNG TY TNHH ĐIỆN GIÓ HÒA ĐÔNG 2,HD2CH2138017,VNĐ,,24/12/2021,24/09/2038,,175000,1000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,10.75,Hiệu lực,,HD2C ,Công ty trách nhiệm hữu hạn,Sản xuất
1029,2022-01-19 00:00:00,HPX - CÔNG TY CỔ PHẦN ĐẦU TƯ HẢI PHÁT,HPXH2122011,VNĐ,,24/12/2021,24/12/2022,,4500000,100000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,10.0,Hết hiệu lực,,HPX ,Công ty cổ phần,Bất động sản
1030,2022-01-04 00:00:00,MBB - NGÂN HÀNG TMCP QUÂN ĐỘI,MBBL2128023,VNĐ,,24/12/2021,,,0,10000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,7.1,Hiệu lực,,MBB ,Công ty cổ phần,Tổ chức tín dụng
1031,2022-03-25 00:00:00,CLWC - CÔNG TY CỔ PHẦN PHONG ĐIỆN CHƠ LONG,CLWCH2124004,VNĐ,,24/12/2021,16/09/2024,,180000,1000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,10.75,Hiệu lực,,CLWC ,Công ty cổ phần,Năng lượng
1032,2022-03-25 00:00:00,CLWC - CÔNG TY CỔ PHẦN PHONG ĐIỆN CHƠ LONG,CLWCH2126005,VNĐ,,24/12/2021,16/09/2026,,340000,1000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,10.75,Hiệu lực,,CLWC ,Công ty cổ phần,Năng lượng
1033,2022-02-21 00:00:00,NVL - CTCP TẬP ĐOÀN ĐẦU TƯ ĐỊA ỐC NO VA,NVLH2122015,VNĐ,,24/12/2021,24/12/2022,,10000,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,10.0,Hiệu lực,,NVL ,Công ty cổ phần,Bất động sản
1034,2023-10-17 00:00:00,CLWC - CÔNG TY CỔ PHẦN PHONG ĐIỆN CHƠ LONG,CLWCH2127006,VNĐ,,24/12/2021,16/09/2027,,380000,1000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,10.75,Hiệu lực,,CLWC ,Công ty cổ phần,Năng lượng
1035,2022-02-18 00:00:00,F88C - Công ty cổ phần kinh doanh F88,F88CH2123012,VNĐ,,24/12/2021,24/06/2023,,2500,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,11.5,Hiệu lực,,F88C ,Công ty cổ phần,"Thương mại, dịch vụ"
1036,2022-03-28 00:00:00,HD2C - CÔNG TY TNHH ĐIỆN GIÓ HÒA ĐÔNG 2,HD2CH2136015,VNĐ,,24/12/2021,24/09/2036,,250000,1000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,10.75,Hiệu lực,,HD2C ,Công ty trách nhiệm hữu hạn,Sản xuất
1037,2022-03-28 00:00:00,HD2C - CÔNG TY TNHH ĐIỆN GIÓ HÒA ĐÔNG 2,HD2CH2133012,VNĐ,,24/12/2021,24/09/2033,,200000,1000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,10.75,Hiệu lực,,HD2C ,Công ty trách nhiệm hữu hạn,Sản xuất
1038,2022-03-28 00:00:00,HD2C - CÔNG TY TNHH ĐIỆN GIÓ HÒA ĐÔNG 2,HD2CH2135014,VNĐ,,24/12/2021,24/09/2035,,250000,1000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,10.75,Hiệu lực,,HD2C ,Công ty trách nhiệm hữu hạn,Sản xuất
1039,2022-03-28 00:00:00,HD2C - CÔNG TY TNHH ĐIỆN GIÓ HÒA ĐÔNG 2,HD2CH2137016,VNĐ,,24/12/2021,24/09/2037,,250000,1000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,10.75,Hiệu lực,,HD2C ,Công ty trách nhiệm hữu hạn,Sản xuất
1040,2022-01-04 00:00:00,MBB - NGÂN HÀNG TMCP QUÂN ĐỘI,MBBL2128024,VNĐ,,25/12/2021,,,0,10000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,7.1,Hiệu lực,,MBB ,Công ty cổ phần,Tổ chức tín dụng
1041,2022-01-21 00:00:00,TNPC - CÔNG TY CỔ PHẦN NĂNG LƯỢNG TNPOWER,TNPCH2128002,VNĐ,,27/12/2021,27/12/2028,,50000,10000000,Coupon,Cố định,Một lần khi đến hạn,,,10.0,Hiệu lực,,TNPC ,Công ty cổ phần,Năng lượng
1042,2022-03-16 00:00:00,VIFC - CTCP SẢN XUẤT VÀ KINH DOANH VINFAST,VIFCB2124004,VNĐ,,27/12/2021,27/12/2024,,50000000,100000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,9.25,Hiệu lực,,VIFC ,Công ty cổ phần,Sản xuất
1043,2022-01-07 00:00:00,LPB - Ngân hàng Thương mại Cổ phần Bưu Điện Liên Việt,LPBH2124017,VNĐ,,27/12/2021,27/12/2024,,1100,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,2.9,Hiệu lực,,LPB ,Công ty cổ phần,Tổ chức tín dụng
1044,2022-04-08 00:00:00,TQSC - Công ty TNHH Tư vấn & Quản lý Smart Invest,TQSCH2131001,VNĐ,,27/12/2021,27/12/2031,,376800,1000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,10.5,Hiệu lực,,TQSC ,Công ty trách nhiệm hữu hạn,"Thương mại, dịch vụ"
1045,2022-03-28 00:00:00,XTCC - CTCP Xi măng Xuân Thành,XTCCH2136001,VNĐ,,27/12/2021,02/06/2036,,3000,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,10.5,Hiệu lực,,XTCC ,Công ty cổ phần,Sản xuất
1046,2022-01-12 00:00:00,SPJC - Công ty cổ phần Sài Gòn Phú Minh,SPJCH2126002,VNĐ,,27/12/2021,27/12/2026,,533,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,11.25,Hiệu lực,,SPJC ,Công ty cổ phần,Bất động sản
1047,2022-03-29 00:00:00,SPCC - Công ty cổ phần Sapphire Coast,SPCCH2124001,VNĐ,,27/12/2021,27/12/2024,,7066,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,10.5,Hiệu lực,,SPCC ,Công ty cổ phần,Bất động sản
1048,2022-02-24 00:00:00,TVSC - Công ty cổ phần Điện Mặt Trời Trung Nam Trà Vinh,TVSCH2123001,VNĐ,,27/12/2021,27/12/2023,,400000,1000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,10.0,Hiệu lực,,TVSC ,Công ty cổ phần,Sản xuất
1049,2022-01-05 00:00:00,HDB - NH TMCP Phát triển thành phố Hồ Chí Minh ( HDBANK),HDBL2128018,VNĐ,,27/12/2021,27/12/2028,,50000,10000000,Coupon,Thả nổi,Định kỳ - Cuối kỳ,Mua lại,,7.52,Hiệu lực,,HDB ,Công ty cổ phần,Tổ chức tín dụng
1050,2022-04-04 00:00:00,PAMC - Công ty TNHH MTV Quản lý Nợ và Khai thác Tài sản Ngân hàng TMCP Đại chúng Việt Nam,PAMCH2123001,VNĐ,,27/12/2021,27/06/2023,,1000,100000000,Coupon,Thả nổi,Định kỳ - Cuối kỳ,Mua lại; None,,10.5,Hiệu lực,,PAMC ,Công ty trách nhiệm hữu hạn,"Thương mại, dịch vụ"
1051,2021-12-31 00:00:00,VIB - Ngân hàng TMCP Quốc tế Việt Nam,VIBL2128027,VNĐ,,27/12/2021,27/12/2028,,100000,10000000,Coupon,Thả nổi,Định kỳ - Cuối kỳ,Mua lại,,7.32,Hiệu lực,,VIB ,Công ty cổ phần,Tổ chức tín dụng
1052,2022-06-28 00:00:00,VJC - CÔNG TY CỔ PHẦN HÀNG KHÔNG VIETJET,VJCH2124007,VNĐ,,27/12/2021,27/12/2024,,30000000,100000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,9.5,Hiệu lực,,VJC ,Công ty cổ phần,Bất động sản
1053,2022-03-24 00:00:00,CPSC - CÔNG TY TNHH MẶT TRỜI CẨM PHẢ,CPSCB2124003,VNĐ,,28/12/2021,28/12/2024,,100000,100000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,8.0,Hiệu lực,,CPSC ,Công ty trách nhiệm hữu hạn,Lĩnh vực khác
1054,2022-03-30 00:00:00,RHGC - Công ty cổ phần Tập đoàn R&H,RHGCH2124006,VNĐ,,28/12/2021,28/12/2026,,20000000,100000,Coupon,Kết hợp,Định kỳ - Đầu kỳ,Mua lại,,11.0,Hiệu lực,,RHGC ,Công ty cổ phần,Bất động sản
1055,2022-03-29 00:00:00,TCSC - CTCP chứng khoán Kỹ thương,TCSCH2123016,VNĐ,,28/12/2021,28/12/2023,,200020,100000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,7.5,Hiệu lực,,TCSC ,Công ty cổ phần,Kinh doanh chứng khoán
1056,2022-03-30 00:00:00,H79C - CTCP HƯNG THỊNH LAND,H79CH2123022,VNĐ,,28/12/2021,28/12/2023,,4000000,100000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,10.3,Hiệu lực,,H79C ,Công ty cổ phần,Bất động sản
1057,2021-12-29 00:00:00,VPB - NH TMCP VIỆT NAM THỊNH VƯỢNG,VPBL2124030,VNĐ,,28/12/2021,28/12/2024,,2000,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,2.4,Hiệu lực,,VPB ,Công ty cổ phần,Tổ chức tín dụng
1058,2022-04-06 00:00:00,TTCC - CTCP đầu tư Thành Thành Công,TTCCH2125004,VNĐ,,28/12/2021,28/12/2025,,120000,1000000,Coupon,Kết hợp,Khác,Mua lại,,7.25,Hiệu lực,,TTCC ,Công ty cổ phần,Lĩnh vực khác
1059,2022-04-06 00:00:00,FLC - Công ty cổ phần tập đoàn FLC,FLCH2123003,VNĐ,,28/12/2021,28/12/2023,,115000,10000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,12.0,Hiệu lực,,FLC ,Công ty cổ phần,Bất động sản
1060,2022-01-27 00:00:00,VIFC - CTCP SẢN XUẤT VÀ KINH DOANH VINFAST,VIFCB2124003,VNĐ,,28/12/2021,28/12/2024,,15000000,100000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,9.0,Hiệu lực,,VIFC ,Công ty cổ phần,Sản xuất
